out_name,frequency,units,long_name,standard_name,cell_methods,priority,comment
sconcnh4,1hr,kg m-3,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sconcno3,mon,kg m-3,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcno3,day,kg m-3,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcno3,1hr,kg m-3,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sconcoa,mon,kg m-3,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcoa,day,kg m-3,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcoa,1hr,kg m-3,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sconcso4,mon,kg m-3,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcso4,day,kg m-3,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcso4,1hr,kg m-3,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sconcsoa,mon,kg m-3,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcsoa,day,kg m-3,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcsoa,1hr,kg m-3,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sconcss,mon,kg m-3,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcss,day,kg m-3,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area: time: mean,TIER1,
sconcss,1hr,kg m-3,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area: mean time: point,TIER1,
sedbc,mon,kg m-2 s-1,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedbc,day,kg m-2 s-1,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedbc,1hr,kg m-2 s-1,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
seddust,mon,kg m-2 s-1,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
seddust,day,kg m-2 s-1,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
seddust,1hr,kg m-2 s-1,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sednh4,mon,kg m-2 s-1,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sednh4,day,kg m-2 s-1,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sednh4,1hr,kg m-2 s-1,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedno3,mon,kg m-2 s-1,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedno3,day,kg m-2 s-1,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedno3,1hr,kg m-2 s-1,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedoa,mon,kg m-2 s-1,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedoa,day,kg m-2 s-1,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedoa,1hr,kg m-2 s-1,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedso4,mon,kg m-2 s-1,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedso4,day,kg m-2 s-1,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedso4,1hr,kg m-2 s-1,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedss,mon,kg m-2 s-1,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedss,day,kg m-2 s-1,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
sedss,1hr,kg m-2 s-1,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,area: time: mean,TIER1,only if sedimentation is applied for this aerosol
ssa1000aer,mon,1,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa1000aer,day,1,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa1000aer,3hr,1,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: mean time: point,TIER1,
ssa350aer,mon,1,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa350aer,day,1,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa350aer,3hr,1,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: mean time: point,TIER1,
ssa440aer,mon,1,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa440aer,day,1,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa440aer,3hr,1,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: mean time: point,TIER1,
ssa870aer,mon,1,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa870aer,day,1,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,
ssa870aer,3hr,1,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area: mean time: point,TIER1,
wetbc,mon,kg m-2 s-1,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetbc,day,kg m-2 s-1,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetbc,1hr,kg m-2 s-1,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetdust,mon,kg m-2 s-1,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetdust,day,kg m-2 s-1,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetdust,1hr,kg m-2 s-1,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetnh4,mon,kg m-2 s-1,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetnh4,day,kg m-2 s-1,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetnh4,1hr,kg m-2 s-1,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetno3,mon,kg m-2 s-1,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetno3,day,kg m-2 s-1,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetno3,1hr,kg m-2 s-1,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetoa,mon,kg m-2 s-1,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetoa,day,kg m-2 s-1,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetoa,1hr,kg m-2 s-1,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetso4,mon,kg m-2 s-1,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetso4,day,kg m-2 s-1,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetso4,1hr,kg m-2 s-1,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetss,mon,kg m-2 s-1,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetss,day,kg m-2 s-1,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
wetss,1hr,kg m-2 s-1,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,area: time: mean,TIER1,
cdnc,mon,m-3,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
cdnc,day,m-3,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
cdnc,3hr,m-3,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,area: mean time: point,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550aer,mon,m-1,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550aer,day,m-1,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550aer,3hr,m-1,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: mean time: point,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550bc,mon,m-1,Black Carbon Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550bc,day,m-1,Black Carbon Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550dust,mon,m-1,Dust Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550dust,day,m-1,Dust Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550nh4,mon,m-1,Ammonium Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550nh4,day,m-1,Ammonium Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550no3,mon,m-1,Nitrate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550no3,day,m-1,Nitrate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550oa,mon,m-1,Organic Matter Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550oa,day,m-1,Organic Matter Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550so4,mon,m-1,Sulfate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550so4,day,m-1,Sulfate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550ss,mon,m-1,Sea-salt Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550ss,day,m-1,Sea-salt Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550aer,mon,m-1,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550aer,day,m-1,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550aer,3hr,m-1,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: mean time: point,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550bc,mon,m-1,Black Carbon Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550bc,day,m-1,Black Carbon Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550dust,mon,m-1,Dust Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550dust,day,m-1,Dust Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550nh4,mon,m-1,Ammonium Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550nh4,day,m-1,Ammonium Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550no3,mon,m-1,Nitrate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550no3,day,m-1,Nitrate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550oa,mon,m-1,Organic Matter Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550oa,day,m-1,Organic Matter Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550so4,mon,m-1,Sulfate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550so4,day,m-1,Sulfate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550ss,mon,m-1,Sea-salt Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550ss,day,m-1,Sea-salt Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,area: time: mean,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
abs1000bc,mon,1,Black Carbon Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs1000bc,day,1,Black Carbon Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs1000dust,mon,1,Dust Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000dust,day,1,Dust Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000nh4,mon,1,Ammonium Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000nh4,day,1,Ammonium Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000no3,mon,1,Nitrate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000no3,day,1,Nitrate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000oa,mon,1,Organic Matter Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000oa,day,1,Organic Matter Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000so4,mon,1,Sulfate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000so4,day,1,Sulfate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000ss,mon,1,Sea-salt Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs1000ss,day,1,Sea-salt Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs350bc,mon,1,Black Carbon Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs350bc,day,1,Black Carbon Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs350dust,mon,1,Dust Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs350dust,day,1,Dust Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
